orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
2842,2024-01-07,2024-01-18,Delivered,496,721.55,PayPal
2843,2024-08-07,2024-08-10,Delivered,146,3112.13,Debit Card
2844,2024-01-27,2024-02-09,Pending,247,3661.3,Debit Card
2845,2023-02-24,2023-03-07,Processing,736,2225.71,Credit Card
2846,2024-10-22,2024-11-01,Processing,65,2312.98,PayPal
2847,2023-07-23,2023-08-02,Processing,949,2844.2,PayPal
2848,2023-01-30,2023-02-07,Processing,177,818.2,PayPal
2849,2024-02-26,2024-03-02,Shipped,751,2164.15,Bank Transfer
2850,2024-11-04,2024-11-16,Shipped,656,1550.83,PayPal
2851,2023-08-31,2023-09-05,Delivered,669,1850.28,PayPal
2852,2024-08-14,2024-08-25,Processing,328,2801.92,Bank Transfer
2853,2023-10-01,2023-10-10,Shipped,501,3637.69,Debit Card
2854,2024-05-19,2024-05-25,Processing,828,1995.75,PayPal
2855,2023-01-21,2023-02-02,Delivered,268,4333.89,Debit Card
2856,2024-09-17,2024-10-01,Shipped,185,4471.7,Debit Card
2857,2023-01-03,2023-01-08,Pending,179,2228.7,PayPal
2858,2023-02-26,2023-03-06,Processing,683,4510.31,Debit Card
2859,2024-06-23,2024-07-03,Shipped,220,2477.12,Bank Transfer
2860,2023-05-22,2023-06-03,Pending,969,4579.15,PayPal
2861,2023-05-14,2023-05-19,Shipped,832,3392.34,Credit Card
2862,2023-05-18,2023-05-26,Cancelled,747,3963.4,Credit Card
2863,2024-07-15,2024-07-21,Processing,39,4422.69,Bank Transfer
2864,2024-07-21,2024-07-31,Pending,831,4701.65,Debit Card
2865,2024-06-15,2024-06-26,Pending,885,2866.16,Bank Transfer
2866,2024-12-01,2024-12-07,Delivered,684,2595.96,PayPal
2867,2023-08-31,2023-09-13,Pending,404,4625.3,Credit Card
2868,2023-07-26,2023-07-29,Delivered,310,1219.62,Debit Card
2869,2024-10-22,2024-10-26,Pending,876,3981.53,Bank Transfer
2870,2023-04-23,2023-05-03,Shipped,356,4184.16,PayPal
2871,2023-08-04,2023-08-18,Pending,921,4646.26,Credit Card
2872,2023-01-24,2023-01-29,Pending,172,3907.14,Bank Transfer
2873,2024-11-10,2024-11-13,Shipped,311,1034.26,Bank Transfer
2874,2024-10-31,2024-11-14,Pending,198,330.61,PayPal
2875,2023-01-06,2023-01-18,Cancelled,482,459.11,Debit Card
2876,2023-04-06,2023-04-18,Shipped,149,2019.21,PayPal
2877,2023-06-05,2023-06-09,Processing,162,634.49,Debit Card
2878,2024-02-24,2024-03-05,Processing,55,620.07,Credit Card
2879,2023-04-29,2023-05-03,Cancelled,413,567.3,PayPal
2880,2023-02-12,2023-02-16,Pending,739,207.99,PayPal
2881,2023-12-18,2023-12-31,Pending,779,2216.3,PayPal
2882,2023-07-22,2023-08-03,Processing,38,1503.38,PayPal
2883,2024-03-17,2024-03-26,Delivered,214,2703.93,PayPal
2884,2024-04-11,2024-04-24,Delivered,796,2628.91,PayPal
2885,2023-10-16,2023-10-21,Shipped,93,1458.03,Debit Card
2886,2024-10-02,2024-10-13,Processing,945,1718.92,Credit Card
2887,2024-08-13,2024-08-26,Delivered,138,793.13,Bank Transfer
2888,2024-01-20,2024-01-25,Shipped,861,4125.03,PayPal
2889,2024-12-18,2024-12-26,Delivered,739,1933.45,Credit Card
2890,2024-11-01,2024-11-04,Processing,733,3351.41,Bank Transfer
2891,2023-05-12,2023-05-26,Pending,509,4126.29,Credit Card
2892,2023-08-23,2023-09-02,Shipped,146,1413.54,Debit Card
2893,2024-01-03,2024-01-14,Delivered,553,1865.12,Bank Transfer
2894,2023-05-14,2023-05-20,Shipped,266,4710.49,PayPal
2895,2023-01-27,2023-02-01,Cancelled,953,316.39,Credit Card
2896,2024-01-06,2024-01-18,Processing,491,1192.49,Debit Card
2897,2023-10-12,2023-10-15,Processing,614,3116.15,Debit Card
2898,2023-03-29,2023-04-07,Cancelled,883,2974.52,Debit Card
2899,2023-08-22,2023-08-27,Processing,881,1442.92,Credit Card
2900,2023-12-17,2023-12-25,Delivered,976,4327.07,Credit Card
2901,2023-08-16,2023-08-30,Delivered,34,1286.0,Credit Card
2902,2023-01-18,2023-01-30,Delivered,930,4530.23,Debit Card
2903,2024-07-31,2024-08-13,Cancelled,378,2144.79,Bank Transfer
2904,2024-09-29,2024-10-03,Delivered,454,2971.11,Bank Transfer
2905,2024-01-16,2024-01-23,Cancelled,864,903.79,PayPal
2906,2023-09-15,2023-09-25,Shipped,141,4192.01,Bank Transfer
2907,2024-04-17,2024-04-26,Shipped,114,268.41,Credit Card
2908,2023-05-02,2023-05-13,Shipped,40,1075.74,Debit Card
2909,2024-07-21,2024-07-27,Shipped,461,2023.26,Credit Card
2910,2024-05-15,2024-05-20,Cancelled,529,260.99,Credit Card
2911,2024-06-13,2024-06-17,Delivered,459,581.64,Credit Card
2912,2023-04-21,2023-04-29,Shipped,475,467.95,Credit Card
2913,2024-02-23,2024-03-04,Shipped,253,316.72,PayPal
2914,2023-12-07,2023-12-11,Shipped,833,4357.63,Bank Transfer
2915,2024-06-27,2024-07-04,Cancelled,308,1037.5,Debit Card
2916,2023-06-29,2023-07-03,Processing,26,136.28,Debit Card
2917,2023-07-06,2023-07-14,Pending,881,2664.21,Bank Transfer
2918,2024-04-02,2024-04-11,Cancelled,611,1306.12,Credit Card
2919,2023-07-29,2023-08-02,Pending,6,1702.13,PayPal
2920,2024-09-13,2024-09-22,Processing,843,4058.84,Debit Card
2921,2023-09-18,2023-09-27,Cancelled,448,4124.81,Credit Card
2922,2023-12-28,2024-01-09,Shipped,538,1240.71,PayPal
2923,2024-12-17,2024-12-27,Shipped,33,335.03,Bank Transfer
2924,2024-02-17,2024-02-26,Cancelled,103,1587.48,Bank Transfer
2925,2024-10-03,2024-10-15,Shipped,774,385.67,Credit Card
2926,2023-02-21,2023-03-03,Pending,498,3349.36,Credit Card
2927,2023-09-16,2023-09-19,Shipped,767,3292.76,PayPal
2928,2024-07-10,2024-07-21,Shipped,841,3588.77,Bank Transfer
2929,2024-08-10,2024-08-13,Delivered,256,3355.16,Credit Card
2930,2023-11-21,2023-11-26,Shipped,262,3072.26,Credit Card
2931,2024-08-26,2024-09-02,Pending,842,2509.68,Debit Card
2932,2024-09-12,2024-09-23,Cancelled,655,1157.22,Credit Card
2933,2023-07-23,2023-08-02,Pending,450,3441.52,Debit Card
2934,2024-01-27,2024-02-08,Pending,768,1498.45,Debit Card
2935,2024-01-27,2024-01-31,Processing,222,2450.53,Credit Card
2936,2024-05-11,2024-05-21,Pending,273,1278.8,PayPal
2937,2023-11-27,2023-12-06,Processing,216,3697.99,Bank Transfer
2938,2024-08-19,2024-08-31,Shipped,626,2258.04,Credit Card
2939,2023-03-10,2023-03-24,Delivered,170,4422.95,PayPal
2940,2023-01-27,2023-02-02,Cancelled,53,2602.08,PayPal
2941,2023-04-19,2023-04-23,Cancelled,57,4213.09,Credit Card
2942,2024-10-07,2024-10-20,Delivered,98,4255.62,Credit Card
2943,2023-08-29,2023-09-06,Pending,586,2589.13,Debit Card
2944,2023-05-31,2023-06-04,Shipped,1000,2250.06,Credit Card
2945,2024-07-04,2024-07-15,Pending,988,1484.34,Credit Card
2946,2023-03-14,2023-03-25,Cancelled,916,1337.18,PayPal
2947,2023-06-14,2023-06-18,Cancelled,970,4406.88,Bank Transfer
2948,2024-06-18,2024-06-29,Processing,585,4915.14,Bank Transfer
2949,2024-03-24,2024-03-27,Pending,177,355.49,Credit Card
2950,2023-09-23,2023-10-04,Shipped,429,2397.82,Debit Card
2951,2024-11-13,2024-11-17,Processing,863,985.13,Credit Card
2952,2023-11-03,2023-11-15,Cancelled,94,3834.82,Credit Card
2953,2023-06-11,2023-06-22,Cancelled,691,4094.85,Bank Transfer
2954,2023-06-19,2023-07-01,Cancelled,574,4523.87,PayPal
2955,2024-04-19,2024-05-03,Cancelled,593,4719.19,Debit Card
2956,2024-11-11,2024-11-24,Shipped,274,263.52,Bank Transfer
2957,2023-08-23,2023-09-06,Shipped,265,4528.37,Credit Card
2958,2024-08-17,2024-08-26,Shipped,364,2164.39,Debit Card
2959,2024-07-19,2024-08-01,Processing,182,2463.16,PayPal
2960,2023-12-08,2023-12-22,Cancelled,363,579.69,Debit Card
2961,2024-08-17,2024-08-30,Cancelled,187,1499.61,Credit Card
2962,2024-09-11,2024-09-20,Delivered,856,3068.63,Debit Card
2963,2024-07-13,2024-07-19,Delivered,959,3078.43,Credit Card
2964,2023-09-30,2023-10-10,Pending,320,800.86,Debit Card
2965,2023-01-12,2023-01-17,Pending,347,555.94,PayPal
2966,2023-06-13,2023-06-21,Pending,779,1253.63,Debit Card
2967,2023-10-09,2023-10-20,Pending,129,51.7,PayPal
2968,2023-09-30,2023-10-11,Cancelled,546,3498.6,PayPal
2969,2024-09-20,2024-09-23,Cancelled,141,4925.81,Debit Card
2970,2024-05-06,2024-05-11,Pending,456,3029.62,Credit Card
2971,2024-03-11,2024-03-14,Pending,854,363.88,Bank Transfer
2972,2023-03-17,2023-03-23,Shipped,601,4485.5,PayPal
2973,2024-01-02,2024-01-15,Pending,656,4083.57,PayPal
2974,2024-02-22,2024-02-26,Processing,219,2401.8,Debit Card
2975,2023-01-01,2023-01-09,Processing,255,266.76,Bank Transfer
2976,2023-11-25,2023-12-06,Pending,97,2033.01,Credit Card
2977,2023-06-19,2023-06-27,Delivered,769,1545.34,PayPal
2978,2023-09-26,2023-09-30,Pending,100,2173.14,Credit Card
2979,2023-07-17,2023-07-31,Delivered,281,189.86,Debit Card
2980,2024-02-16,2024-02-20,Cancelled,774,3714.66,Credit Card
2981,2024-06-12,2024-06-17,Delivered,609,2714.29,Credit Card
2982,2024-07-13,2024-07-24,Shipped,888,2033.49,PayPal
2983,2023-04-10,2023-04-17,Shipped,454,1390.81,Credit Card
2984,2023-08-20,2023-08-28,Pending,190,4599.63,Debit Card
2985,2023-09-29,2023-10-10,Cancelled,632,3332.68,PayPal
2986,2024-12-16,2024-12-28,Cancelled,714,3111.8,Debit Card
2987,2023-11-16,2023-11-27,Cancelled,581,1596.13,Credit Card
2988,2023-12-02,2023-12-10,Pending,268,4895.54,Credit Card
2989,2023-04-24,2023-04-28,Pending,139,3625.79,PayPal
2990,2023-03-01,2023-03-14,Cancelled,370,1269.66,Debit Card
2991,2024-12-12,2024-12-15,Delivered,117,398.4,Credit Card
2992,2024-03-08,2024-03-21,Shipped,233,4170.99,Debit Card
2993,2023-08-01,2023-08-10,Delivered,255,2083.41,PayPal
2994,2023-04-13,2023-04-24,Pending,267,1671.89,Credit Card
2995,2024-01-24,2024-02-03,Shipped,51,172.63,Bank Transfer
2996,2023-05-20,2023-05-27,Pending,995,2922.8,PayPal
2997,2023-02-18,2023-02-25,Cancelled,385,3427.92,Bank Transfer
2998,2024-07-24,2024-08-05,Cancelled,442,2512.64,Credit Card
2999,2023-12-01,2023-12-10,Delivered,166,121.06,Bank Transfer
3000,2023-11-19,2023-11-28,Delivered,502,3793.52,Bank Transfer
3001,2024-07-04,2024-07-07,Pending,462,3923.46,Bank Transfer
3002,2023-11-23,2023-11-29,Processing,801,2556.79,Credit Card
3003,2024-03-11,2024-03-16,Processing,878,3922.04,Bank Transfer
3004,2024-02-19,2024-02-28,Processing,875,3185.99,Debit Card
3005,2023-12-11,2023-12-25,Delivered,56,586.57,Bank Transfer
3006,2024-09-10,2024-09-22,Delivered,235,4630.49,Credit Card
3007,2024-12-12,2024-12-25,Cancelled,165,4285.1,Credit Card
3008,2023-06-29,2023-07-04,Delivered,186,4818.23,Debit Card
3009,2024-03-14,2024-03-24,Cancelled,319,2036.12,Bank Transfer
3010,2024-09-19,2024-09-23,Cancelled,29,563.1,PayPal
3011,2023-10-15,2023-10-29,Shipped,95,1893.92,Bank Transfer
3012,2024-06-30,2024-07-11,Cancelled,62,80.29,Credit Card
3013,2023-04-21,2023-05-01,Pending,529,4910.79,Debit Card
3014,2024-12-29,2025-01-08,Pending,131,1019.62,Credit Card
3015,2023-06-27,2023-07-09,Pending,904,4711.75,Debit Card
3016,2023-01-14,2023-01-21,Cancelled,139,4971.37,Debit Card
3017,2023-09-27,2023-10-02,Cancelled,78,779.01,Credit Card
3018,2023-06-18,2023-06-21,Processing,542,1293.58,Debit Card
3019,2023-12-17,2023-12-23,Cancelled,355,3497.35,Debit Card
3020,2024-06-29,2024-07-02,Cancelled,568,1784.25,PayPal
3021,2024-01-13,2024-01-20,Pending,180,1583.33,Credit Card
3022,2024-11-18,2024-11-29,Processing,516,1655.28,Bank Transfer
3023,2024-01-06,2024-01-13,Shipped,33,3395.31,Debit Card
3024,2023-09-18,2023-09-25,Delivered,293,3278.42,Bank Transfer
3025,2023-05-30,2023-06-05,Shipped,115,742.72,PayPal
3026,2023-06-07,2023-06-21,Cancelled,293,3860.27,Debit Card
3027,2024-11-29,2024-12-11,Shipped,462,2220.02,Debit Card
3028,2023-07-31,2023-08-06,Delivered,661,3225.5,PayPal
3029,2024-05-16,2024-05-21,Shipped,197,4344.67,Debit Card
3030,2024-12-02,2024-12-07,Shipped,920,2399.93,Credit Card
3031,2024-11-01,2024-11-12,Shipped,821,4241.63,Debit Card
3032,2023-09-10,2023-09-13,Delivered,337,3588.05,PayPal
3033,2023-02-03,2023-02-12,Pending,812,4895.36,Bank Transfer
3034,2024-07-12,2024-07-23,Processing,274,3139.44,PayPal
3035,2023-12-05,2023-12-11,Delivered,13,227.03,Credit Card
3036,2024-06-11,2024-06-15,Cancelled,452,2397.14,Bank Transfer
3037,2024-06-10,2024-06-14,Cancelled,354,4945.05,Bank Transfer
3038,2023-09-18,2023-09-25,Delivered,268,1346.34,Credit Card
3039,2024-06-28,2024-07-04,Pending,901,1840.08,Credit Card
3040,2024-05-01,2024-05-13,Pending,223,2279.17,Credit Card
3041,2023-01-16,2023-01-29,Delivered,247,3236.06,Credit Card
3042,2023-05-31,2023-06-11,Cancelled,984,2536.58,Bank Transfer
3043,2024-07-05,2024-07-19,Cancelled,824,3129.39,Debit Card
3044,2024-08-23,2024-09-03,Pending,796,817.27,Credit Card
3045,2023-11-10,2023-11-18,Cancelled,593,3530.23,Debit Card
3046,2023-04-18,2023-04-25,Cancelled,698,730.77,Debit Card
3047,2023-08-27,2023-08-30,Shipped,883,3658.05,Debit Card
3048,2024-12-28,2025-01-04,Processing,275,704.4,PayPal
3049,2024-07-24,2024-08-06,Processing,607,2275.18,PayPal
3050,2023-09-01,2023-09-13,Shipped,155,4880.14,Debit Card
3051,2023-01-31,2023-02-09,Processing,967,4413.74,PayPal
3052,2023-06-26,2023-07-07,Pending,947,294.41,PayPal
3053,2023-06-21,2023-06-26,Shipped,46,4090.26,Credit Card
3054,2023-07-09,2023-07-15,Processing,911,60.46,Credit Card
3055,2024-12-09,2024-12-20,Cancelled,473,2198.15,Credit Card
3056,2023-02-16,2023-02-19,Pending,862,3175.33,Debit Card
3057,2024-01-31,2024-02-04,Shipped,561,463.88,Bank Transfer
3058,2023-07-13,2023-07-21,Cancelled,816,510.06,Credit Card
3059,2023-08-29,2023-09-09,Delivered,951,1630.66,PayPal
3060,2024-10-18,2024-10-22,Pending,523,3787.83,Debit Card
3061,2023-10-10,2023-10-19,Pending,657,734.35,Bank Transfer
3062,2023-11-13,2023-11-22,Pending,324,4168.68,Credit Card
3063,2023-02-05,2023-02-08,Processing,751,3876.82,Credit Card
3064,2024-04-13,2024-04-22,Processing,4,1881.79,Bank Transfer
3065,2023-12-04,2023-12-18,Pending,389,2215.8,Credit Card
3066,2023-12-06,2023-12-09,Shipped,447,2192.61,Debit Card
3067,2024-03-08,2024-03-15,Shipped,76,114.56,Debit Card
3068,2024-01-15,2024-01-22,Shipped,726,496.97,PayPal
3069,2023-10-16,2023-10-19,Cancelled,555,1653.46,Debit Card
3070,2024-09-20,2024-10-02,Delivered,791,3112.14,Credit Card
3071,2024-06-19,2024-07-01,Shipped,377,3876.38,PayPal
3072,2024-03-16,2024-03-25,Pending,208,1506.3,PayPal
3073,2024-01-22,2024-02-02,Pending,579,3128.06,PayPal
3074,2024-02-02,2024-02-14,Cancelled,804,126.36,PayPal
3075,2024-07-06,2024-07-15,Pending,569,2624.19,Credit Card
3076,2024-04-28,2024-05-09,Cancelled,801,3091.11,Bank Transfer
3077,2023-02-01,2023-02-09,Pending,440,944.02,Debit Card
3078,2023-03-21,2023-04-02,Cancelled,919,1916.42,PayPal
3079,2023-05-10,2023-05-13,Shipped,136,2186.48,Bank Transfer
3080,2024-04-10,2024-04-23,Pending,592,2817.39,PayPal
3081,2024-01-25,2024-01-28,Delivered,81,2788.82,Credit Card
3082,2024-08-08,2024-08-16,Processing,964,410.56,Debit Card
3083,2024-01-05,2024-01-13,Pending,322,4859.0,Credit Card
3084,2024-04-16,2024-04-26,Cancelled,298,3545.03,PayPal
3085,2024-05-14,2024-05-21,Cancelled,617,965.15,Credit Card
3086,2023-04-09,2023-04-20,Pending,149,1437.64,Debit Card
3087,2023-05-22,2023-05-31,Delivered,182,855.46,Debit Card
3088,2023-12-09,2023-12-20,Pending,77,2273.93,Bank Transfer
3089,2024-01-11,2024-01-18,Processing,108,4125.37,Bank Transfer
3090,2024-11-28,2024-12-05,Delivered,498,4175.52,Credit Card
3091,2023-11-23,2023-12-02,Pending,130,64.29,PayPal
3092,2023-05-10,2023-05-18,Cancelled,851,50.3,Credit Card
3093,2023-02-20,2023-02-24,Cancelled,225,4630.44,Bank Transfer
3094,2024-02-24,2024-03-02,Shipped,471,899.8,PayPal
3095,2023-10-13,2023-10-23,Processing,516,856.63,Bank Transfer
3096,2023-10-14,2023-10-17,Shipped,92,2453.1,PayPal
3097,2023-06-14,2023-06-28,Delivered,735,2290.49,Credit Card
3098,2023-05-20,2023-05-29,Shipped,399,4710.91,Bank Transfer
3099,2023-01-07,2023-01-17,Shipped,61,3942.19,Credit Card
3100,2023-04-04,2023-04-08,Pending,381,4874.89,PayPal
3101,2024-04-19,2024-04-23,Shipped,323,970.35,Credit Card
3102,2023-02-14,2023-02-28,Delivered,233,4737.67,Debit Card
3103,2023-02-24,2023-03-08,Processing,205,267.06,Debit Card
3104,2023-03-14,2023-03-23,Pending,322,3418.4,Credit Card
3105,2024-05-10,2024-05-17,Shipped,899,2545.69,Bank Transfer
3106,2024-07-29,2024-08-12,Delivered,716,1500.53,PayPal
3107,2024-08-04,2024-08-15,Cancelled,424,2985.84,PayPal
3108,2024-02-27,2024-03-06,Processing,610,1322.6,Debit Card
3109,2023-04-29,2023-05-08,Shipped,983,3140.81,PayPal
3110,2024-04-30,2024-05-06,Delivered,831,2715.18,PayPal
3111,2023-03-14,2023-03-17,Delivered,341,274.75,Bank Transfer
3112,2024-07-28,2024-08-10,Pending,413,1147.81,PayPal
3113,2023-03-12,2023-03-22,Delivered,219,4855.56,Bank Transfer
3114,2024-03-24,2024-03-31,Pending,783,4412.48,PayPal
3115,2023-12-12,2023-12-17,Cancelled,543,349.35,Bank Transfer
3116,2024-07-12,2024-07-21,Shipped,764,2174.87,PayPal
3117,2024-08-25,2024-09-05,Processing,735,4982.46,Bank Transfer
3118,2024-07-08,2024-07-19,Processing,561,1553.02,PayPal
3119,2023-11-22,2023-11-28,Cancelled,944,4907.92,Bank Transfer
3120,2024-02-20,2024-02-25,Pending,49,1687.7,Credit Card
3121,2024-04-01,2024-04-11,Delivered,722,298.1,Bank Transfer
3122,2024-04-04,2024-04-16,Delivered,361,446.31,Debit Card
3123,2023-06-13,2023-06-19,Pending,188,3659.47,Credit Card
3124,2024-08-31,2024-09-03,Pending,960,1699.87,Bank Transfer
3125,2023-04-20,2023-04-23,Cancelled,645,3514.19,Credit Card
3126,2024-11-13,2024-11-25,Shipped,911,1206.18,Credit Card
3127,2023-04-13,2023-04-23,Pending,964,1970.11,Credit Card
3128,2023-05-26,2023-06-03,Delivered,722,4715.03,Debit Card
3129,2023-02-25,2023-03-10,Processing,173,3187.54,Debit Card
3130,2024-09-27,2024-10-05,Processing,323,4096.98,Bank Transfer
3131,2024-12-16,2024-12-20,Processing,1,4470.2,PayPal
3132,2023-07-06,2023-07-16,Delivered,804,3979.74,Bank Transfer
3133,2023-03-02,2023-03-05,Processing,881,2117.52,Credit Card
3134,2023-03-22,2023-03-30,Shipped,346,1112.26,PayPal
3135,2023-12-22,2024-01-04,Pending,266,2228.77,Bank Transfer
3136,2023-02-02,2023-02-12,Delivered,45,4781.52,Debit Card
3137,2023-04-13,2023-04-23,Processing,865,689.22,Credit Card
3138,2023-12-29,2024-01-12,Pending,691,1862.48,Credit Card
3139,2023-08-25,2023-09-07,Shipped,50,98.13,Debit Card
3140,2023-10-22,2023-11-04,Pending,222,4850.68,Credit Card
3141,2023-07-28,2023-08-11,Pending,122,64.87,Bank Transfer
3142,2023-05-10,2023-05-13,Processing,439,275.76,Bank Transfer
3143,2023-03-07,2023-03-11,Pending,308,3152.96,Credit Card
3144,2023-08-15,2023-08-28,Delivered,902,3096.1,PayPal
3145,2024-07-12,2024-07-20,Delivered,779,3762.71,Bank Transfer
3146,2024-12-03,2024-12-15,Delivered,151,276.24,Debit Card
3147,2023-03-14,2023-03-17,Shipped,418,4820.58,Credit Card
3148,2024-10-21,2024-10-24,Cancelled,585,2170.94,Credit Card
3149,2023-03-17,2023-03-28,Cancelled,735,2224.2,Bank Transfer
3150,2023-02-15,2023-03-01,Processing,491,2529.72,PayPal
3151,2023-08-12,2023-08-25,Processing,584,4248.98,Bank Transfer
3152,2024-08-17,2024-08-31,Delivered,883,1163.89,Credit Card
3153,2024-02-07,2024-02-17,Cancelled,387,3805.88,PayPal
3154,2023-12-09,2023-12-17,Shipped,224,845.37,Bank Transfer
3155,2023-01-12,2023-01-16,Cancelled,218,4927.57,Bank Transfer
3156,2023-09-19,2023-09-24,Cancelled,189,1465.05,Debit Card
3157,2024-07-04,2024-07-11,Processing,597,352.68,PayPal
3158,2024-11-08,2024-11-20,Processing,225,3956.92,Bank Transfer
3159,2023-12-05,2023-12-09,Shipped,16,3699.28,Credit Card
3160,2024-08-08,2024-08-11,Cancelled,860,3400.0,Bank Transfer
3161,2023-09-08,2023-09-11,Pending,570,4571.95,Bank Transfer
3162,2023-09-06,2023-09-09,Processing,908,4519.12,Credit Card
3163,2024-01-29,2024-02-07,Cancelled,226,3983.16,Credit Card
3164,2023-10-16,2023-10-29,Delivered,981,4877.62,Debit Card
3165,2023-12-09,2023-12-21,Pending,809,4911.01,Debit Card
3166,2023-11-28,2023-12-10,Processing,90,896.41,Debit Card
3167,2023-11-16,2023-11-21,Cancelled,48,1193.18,PayPal
3168,2024-03-05,2024-03-18,Processing,817,91.93,PayPal
3169,2024-04-13,2024-04-21,Delivered,534,973.37,Bank Transfer
3170,2024-04-18,2024-04-28,Shipped,712,2999.4,Credit Card
3171,2024-03-31,2024-04-04,Shipped,821,1754.05,PayPal
3172,2023-08-20,2023-09-03,Pending,7,945.62,Debit Card
3173,2024-12-18,2024-12-23,Shipped,663,3986.55,PayPal
3174,2023-03-11,2023-03-19,Pending,805,666.24,Debit Card
3175,2023-01-05,2023-01-18,Delivered,580,517.59,Credit Card
3176,2023-04-25,2023-05-06,Cancelled,217,2700.88,Bank Transfer
3177,2024-07-17,2024-07-28,Shipped,748,2963.28,Bank Transfer
3178,2024-08-05,2024-08-19,Cancelled,707,4865.42,PayPal
3179,2024-12-21,2025-01-04,Shipped,391,2802.26,Credit Card
3180,2024-12-26,2024-12-29,Delivered,940,1219.85,PayPal
3181,2023-03-10,2023-03-21,Cancelled,624,4715.89,Debit Card
3182,2023-06-26,2023-07-07,Delivered,340,4809.15,Bank Transfer
3183,2023-02-24,2023-03-09,Shipped,527,733.61,Debit Card
3184,2023-06-16,2023-06-19,Shipped,182,2778.44,Bank Transfer
3185,2024-07-03,2024-07-08,Processing,139,3329.3,PayPal
3186,2023-03-02,2023-03-09,Shipped,285,1429.79,Bank Transfer
3187,2024-11-01,2024-11-07,Processing,947,3759.07,Credit Card
3188,2023-03-09,2023-03-18,Delivered,592,3032.1,PayPal
3189,2024-12-18,2024-12-21,Processing,754,3155.15,Credit Card
3190,2023-05-11,2023-05-14,Processing,52,1421.14,PayPal
3191,2023-08-13,2023-08-18,Processing,735,2222.59,Bank Transfer
3192,2023-05-11,2023-05-25,Shipped,250,1896.01,PayPal
3193,2023-02-12,2023-02-17,Pending,96,2118.75,Credit Card
3194,2024-02-21,2024-02-28,Cancelled,202,64.28,Credit Card
3195,2023-12-19,2024-01-02,Pending,237,4677.77,Debit Card
3196,2024-04-12,2024-04-22,Delivered,408,4520.31,Credit Card
3197,2024-09-17,2024-09-28,Processing,136,3851.13,Credit Card
3198,2024-10-29,2024-11-03,Pending,92,2107.77,Credit Card
3199,2024-04-25,2024-05-02,Cancelled,886,3060.19,PayPal
3200,2024-08-19,2024-09-02,Pending,224,640.69,Credit Card
3201,2023-09-27,2023-10-03,Pending,841,1415.73,Debit Card
3202,2024-02-06,2024-02-11,Processing,582,451.74,PayPal
3203,2023-05-02,2023-05-11,Cancelled,15,2530.38,Bank Transfer
3204,2024-02-20,2024-03-02,Delivered,993,4214.13,Debit Card
